id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
1,0.020205974578857422,0.25156426429748535,0,0
9,0.046509504318237305,0.024219512939453125,0.023761510848999023,0.04855823516845703
29,0.01503896713256836,0.20780467987060547,0.029510021209716797,0.020163774490356445
57,0.018398046493530273,0.02332925796508789,0.027513980865478516,0.05195260047912598
59,0.010596036911010742,0.023600101470947266,0,0
121,0.02297520637512207,0.19895076751708984,0.03032398223876953,0.021088600158691406
136,0.010879993438720703,0.022472143173217773,0.08294987678527832,0.012685298919677734
138,0.01471090316772461,0.20623779296875,0.022132158279418945,0.045533180236816406
143,0.052498579025268555,0.027964353561401367,0.02991199493408203,0.04656791687011719
148,0.04591083526611328,0.02402639389038086,0.024592161178588867,0.047095537185668945
149,0.02010488510131836,0.02342057228088379,0.019009113311767578,0.022323131561279297
158,0.04812121391296387,0.026059865951538086,0.01602792739868164,0.04725289344787598
162,0.053534746170043945,0.021878719329833984,0.02205038070678711,0.04593038558959961
181,0.021519184112548828,0.1982402801513672,0.023591995239257812,0.02308511734008789
273,0.04852700233459473,0.016196250915527344,0.0782172679901123,0.013263940811157227
274,0.04619646072387695,0.04102325439453125,0,0
276,0.021463871002197266,0.18912029266357422,0.025689363479614258,0.04567742347717285
292,0.018827438354492188,0.1988985538482666,0.022608280181884766,0.015746355056762695
293,0.04822182655334473,0.02382802963256836,4.61326789855957,0.014877796173095703
296,0.04864835739135742,0.040772199630737305,0.08582425117492676,0.013034582138061523
