id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
5,0.013751029968261719,0.011129617691040039,0.011957883834838867,0.012793779373168945
7,0.015005111694335938,0.011572837829589844,0.013357162475585938,0.013150930404663086
9,0.030060529708862305,0.031365394592285156,0.03499007225036621,0.028999805450439453
10,0.013574838638305664,0.011569738388061523,0.0145111083984375,0.013004064559936523
11,0.013935565948486328,0.011113166809082031,0.01373910903930664,0.011326074600219727
14,0.015040159225463867,0.011220455169677734,0.013850927352905273,0.013948202133178711
16,0.014590978622436523,0.011996269226074219,0.013536930084228516,0.013533353805541992
17,0.014418363571166992,0.011113882064819336,0.018813371658325195,0.014487981796264648
18,0.012302160263061523,0.010470867156982422,0.022243261337280273,0.017016172409057617
21,0.013622760772705078,0.010342121124267578,0.018239259719848633,0.01237940788269043
25,0.01553487777709961,0.010760068893432617,0.016353845596313477,0.015742778778076172
26,0.015132904052734375,0.010074138641357422,0.014864921569824219,0.013690710067749023
27,0.013717412948608398,0.010602951049804688,0.016282081604003906,0.014204263687133789
28,0.012925386428833008,0.010223865509033203,0.01641678810119629,0.015172243118286133
32,0.023634672164916992,0.014310836791992188,0.030446290969848633,0.013313770294189453
33,0.03401803970336914,0.015178203582763672,0.02231001853942871,0.015866756439208984
61,0.01973724365234375,0.014760255813598633,0.022090911865234375,0.013749837875366211
65,0.01391291618347168,0.011903047561645508,0.022910594940185547,0.014191865921020508
66,0.014105558395385742,0.011111259460449219,0.01784205436706543,0.013817071914672852
68,0.012590169906616211,0.011466026306152344,0.02003622055053711,0.01212000846862793
70,0.012724637985229492,0.010570526123046875,0.01962566375732422,0.013898849487304688
73,0.012642621994018555,0.009946107864379883,0.01660633087158203,0.013338327407836914
77,0.012419939041137695,0.010188817977905273,0.017874956130981445,0.011564254760742188
78,0.012749910354614258,0.010033845901489258,0.015774011611938477,0.011881113052368164
81,0.014072895050048828,0.010188579559326172,0.0162198543548584,0.014587640762329102
82,0.013212203979492188,0.010203123092651367,0.014989852905273438,0.014863729476928711
93,0.024366140365600586,0.025817394256591797,0.05019712448120117,0.028844118118286133
94,0.024010896682739258,0.030420780181884766,0.040924072265625,0.034650325775146484
98,0.015471696853637695,0.012239933013916016,0.015355348587036133,0.013936042785644531
102,0.013087987899780273,0.011675119400024414,0.0177767276763916,0.014171123504638672
104,0.013594388961791992,0.011274099349975586,0.016469240188598633,0.015573263168334961
105,0.013026952743530273,0.010745048522949219,0.015573501586914062,0.013826131820678711
106,0.024769067764282227,0.02855396270751953,0.05413484573364258,0.03140401840209961
111,0.029759883880615234,0.02928638458251953,0.04723095893859863,0.028810739517211914
112,0.014694452285766602,0.012574195861816406,0.015375137329101562,0.014136791229248047
116,0.013588428497314453,0.013569355010986328,0.01877617835998535,0.013417243957519531
117,0.013669967651367188,0.010380983352661133,0.01643085479736328,0.01099538803100586
124,0.014008522033691406,0.009937047958374023,0.01729297637939453,0.01047825813293457
139,0.02832627296447754,0.02863001823425293,0.04430890083312988,0.026650190353393555
141,0.015881776809692383,0.011833906173706055,0.017049551010131836,0.014210700988769531
145,0.013921976089477539,0.011272192001342773,0.01667499542236328,0.013638496398925781
147,0.017115354537963867,0.010556459426879883,0.014656782150268555,0.018219947814941406
148,0.02997612953186035,0.03393197059631348,0.03979182243347168,0.03352808952331543
150,0.014181137084960938,0.012488126754760742,0.014363765716552734,0.013827800750732422
151,0.03150367736816406,0.03209686279296875,0.03806161880493164,0.03409886360168457
153,0.012272834777832031,0.011554956436157227,0.017098188400268555,0.016001462936401367
166,0.015184879302978516,0.011313199996948242,0.015788555145263672,0.017376422882080078
182,0.013915538787841797,0.010318279266357422,0.015401363372802734,0.011938095092773438
184,0.025827884674072266,0.01343226432800293,0,0
187,0.021273136138916016,0.012778997421264648,0.016363859176635742,0.029382705688476562
189,0.013686656951904297,0.010967731475830078,0.014610528945922852,0.015419244766235352
190,0.01343083381652832,0.010518550872802734,0.013368844985961914,0.012080192565917969
191,0.01630401611328125,0.010375022888183594,0.013041257858276367,0.021373748779296875
194,0.048668622970581055,0.03118157386779785,0.029280662536621094,0.04412364959716797
210,0.03789401054382324,0.03140854835510254,0.040513038635253906,0.029536008834838867
215,0.028120994567871094,0.03276515007019043,0.03748297691345215,0.02779674530029297
263,0.01812601089477539,0.013924121856689453,0.020569324493408203,0.03179287910461426
266,0.016059160232543945,0.014829635620117188,0.018405437469482422,0.014715909957885742
270,0.03730034828186035,0.03144669532775879,0.0469059944152832,0.028062105178833008
275,0.016555309295654297,0.013453006744384766,0.01541590690612793,0.013243675231933594
279,0.019871234893798828,0.011537790298461914,0.015173673629760742,0.015452861785888672
281,0.015696048736572266,0.010754108428955078,0.01644277572631836,0.011446952819824219
291,0.016348838806152344,0.011235475540161133,0.014038801193237305,0.013315200805664062
292,0.015032052993774414,0.012425899505615234,0.014650583267211914,0.014091968536376953
308,0.016083240509033203,0.013351202011108398,0.016508102416992188,0.01473236083984375
322,0.02929210662841797,0.029322147369384766,0.03785109519958496,0.026167869567871094
342,0.03443598747253418,0.03341817855834961,0.043607473373413086,0.031234025955200195
364,0.015713930130004883,0.012911081314086914,0.014209508895874023,0.01342463493347168
369,0.017347097396850586,0.013411760330200195,0.011855840682983398,0.012729167938232422
