id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
1,0.0064580440521240234,0.007291078567504883,0.0029587745666503906,0.0010852813720703125
2,0.0019042491912841797,0.004034519195556641,0.0031681060791015625,0.0010631084442138672
3,0.0020589828491210938,0.003755331039428711,0.0026810169219970703,0.0009984970092773438
5,0.014536380767822266,0.04045295715332031,0.0030760765075683594,0.0009908676147460938
8,0.0028531551361083984,0.01019906997680664,0.007907867431640625,0.002607107162475586
12,0.0011909008026123047,0.003143787384033203,0.0028252601623535156,0.0010039806365966797
13,0.0010857582092285156,0.0026047229766845703,0.002702474594116211,0.0009815692901611328
15,0.001027822494506836,0.0031280517578125,0.0029909610748291016,0.0009796619415283203
16,0.006011247634887695,0.007582187652587891,0.00351715087890625,0.0009799003601074219
18,0.002354860305786133,0.00770878791809082,0.006827831268310547,0.0032072067260742188
19,0.0013234615325927734,0.004544973373413086,0.00407862663269043,0.001416921615600586
23,0.0028324127197265625,0.007112026214599609,0.007593870162963867,0.0031871795654296875
24,0.00718998908996582,0.0068018436431884766,0.007872819900512695,0.006196022033691406
29,0.0024261474609375,0.0069048404693603516,0.00954890251159668,0.002282857894897461
30,0.002418994903564453,0.009272336959838867,0.007508039474487305,0.0028688907623291016
46,0.001371145248413086,0.003854513168334961,0.0037741661071777344,0.0012960433959960938
47,0.001046895980834961,0.002980470657348633,0.0028777122497558594,0.0011739730834960938
71,0.002562999725341797,0.007767200469970703,0.0036580562591552734,0.0009970664978027344
73,0.0024461746215820312,0.007701873779296875,0.0071599483489990234,0.0033159255981445312
74,0.0011508464813232422,0.002846956253051758,0.002721071243286133,0.0011112689971923828
76,0.0022668838500976562,0.007174015045166016,0.0028870105743408203,0.0010361671447753906
77,0.005545854568481445,0.007246255874633789,0.003133058547973633,0.0009748935699462891
78,0.0010530948638916016,0.0027341842651367188,0.002814054489135742,0.0009889602661132812
82,0.0010187625885009766,0.002804994583129883,0.003126859664916992,0.0009925365447998047
83,0.002148151397705078,0.006749391555786133,0.003391742706298828,0.001004934310913086
84,0.003412961959838867,0.003850221633911133,0.0028274059295654297,0.0009753704071044922
85,0.0011241436004638672,0.004001617431640625,0.0030426979064941406,0.0009760856628417969
93,0.0026557445526123047,0.0070574283599853516,0.002913236618041992,0.0009961128234863281
95,0.0028998851776123047,0.007519721984863281,0.010290145874023438,0.0029926300048828125
96,0.0022690296173095703,0.007031917572021484,0.00335693359375,0.0010552406311035156
101,0.0010793209075927734,0.003177165985107422,0.002621889114379883,0.0009801387786865234
102,0.0009903907775878906,0.002724885940551758,0.002954244613647461,0.0009739398956298828
103,0.005676746368408203,0.0069620609283447266,0.002971172332763672,0.0010020732879638672
107,0.002841949462890625,0.00940561294555664,0.0069921016693115234,0.003157377243041992
110,0.0018780231475830078,0.004725217819213867,0.0028989315032958984,0.0010666847229003906
111,0.002911806106567383,0.004960060119628906,0.0036470890045166016,0.0012388229370117188
112,0.04941439628601074,0.04098010063171387,0.0029942989349365234,0.001255035400390625
115,0.0044939517974853516,0.0088348388671875,0.003111600875854492,0.0009860992431640625
116,0.0029401779174804688,0.004383087158203125,0.003298044204711914,0.0009849071502685547
121,0.0039014816284179688,0.01110076904296875,0.007191658020019531,0.002463102340698242
122,0.0026559829711914062,0.010190963745117188,0.0071642398834228516,0.0024688243865966797
124,0.0028760433197021484,0.00779271125793457,0.011388301849365234,0.0025780200958251953
126,0.002246379852294922,0.016375303268432617,0.007252931594848633,0.002733945846557617
142,0.005734920501708984,0.008455276489257812,0.009136199951171875,0.005459785461425781
148,0.001073598861694336,0.003075838088989258,0.0029134750366210938,0.0011501312255859375
158,0.0010809898376464844,0.0027093887329101562,0.0024344921112060547,0.0009701251983642578
185,0.001096487045288086,0.003366231918334961,0.002961397171020508,0.0009586811065673828
187,0.0009920597076416016,0.0029449462890625,0.002948760986328125,0.0009627342224121094
189,0.0012788772583007812,0.0037212371826171875,0.003673076629638672,0.0012176036834716797
190,0.006098031997680664,0.007704973220825195,0.0030324459075927734,0.0009958744049072266
192,0.006180286407470703,0.00705409049987793,0.002682924270629883,0.0010066032409667969
199,0.0011017322540283203,0.002776622772216797,0.002722024917602539,0.0009930133819580078
214,0.0026192665100097656,0.006680727005004883,0.0027756690979003906,0.0010123252868652344
