id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
3,0.013457059860229492,0.013246297836303711,0.013170003890991211,0.013874053955078125
5,0.013981819152832031,0.014365434646606445,0.013756275177001953,0.013558149337768555
8,0.015195846557617188,0.014234542846679688,0.0145111083984375,0.013049125671386719
11,0.014635801315307617,0.013857841491699219,0.013984203338623047,0.014082908630371094
25,0.014444351196289062,0.014085769653320312,0.01363682746887207,0.014648199081420898
26,0.01340174674987793,0.01390838623046875,0.013876199722290039,0.014357566833496094
47,0.013349294662475586,0.013038158416748047,0.014155149459838867,0.013315439224243164
49,0.014024972915649414,0.013064384460449219,0.013815164566040039,0.013598203659057617
56,0.014935016632080078,0.014563798904418945,0.013621807098388672,0.013045072555541992
57,0.013386011123657227,0.013808012008666992,0.013604402542114258,0.013828516006469727
58,0.014352560043334961,0.013025999069213867,0.013701915740966797,0.013796806335449219
69,0.014435052871704102,0.014014959335327148,0.013275384902954102,0.014402389526367188
79,0.014005661010742188,0.014196634292602539,0.013411760330200195,0.013410806655883789
82,0.01404118537902832,0.013538837432861328,0.05070686340332031,0.013310909271240234
91,0.01471710205078125,0.01297140121459961,0.01713728904724121,0.01386404037475586
96,0.014306068420410156,0.013835668563842773,0.018557071685791016,0.014063835144042969
114,0.013861656188964844,0.012978076934814453,0.013710737228393555,0.013579368591308594
137,0.014322996139526367,0.012735366821289062,0.014380216598510742,0.013082027435302734
141,0.014166831970214844,0.013213634490966797,0.01395273208618164,0.013676643371582031
142,0.013519763946533203,0.013653993606567383,0.013417482376098633,0.013536214828491211
162,0.013798952102661133,0.013121843338012695,0.013973236083984375,0.012731313705444336
164,0.014760017395019531,0.013364553451538086,0.014086008071899414,0.012699127197265625
184,0.014197349548339844,0.013812065124511719,0.012635946273803711,0.014237642288208008
186,0.013450860977172852,0.014692068099975586,0.013794183731079102,0.014329195022583008
195,0.01329660415649414,0.013823986053466797,0.014412641525268555,0.014009952545166016
197,0.014058113098144531,0.013254880905151367,0.013355016708374023,0.014214515686035156
219,0.013427972793579102,0.014235973358154297,0.01366877555847168,0.014676809310913086
225,0.046030282974243164,0.052037954330444336,0.050506591796875,0.04611778259277344
226,0.013007879257202148,0.013538122177124023,0.013845205307006836,0.013240575790405273
228,0.014275312423706055,0.014206171035766602,0.014269828796386719,0.013987064361572266
