id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
2,0.06687402725219727,0.08042383193969727,0.07345366477966309,0.05954384803771973
3,0.0799400806427002,0.08563685417175293,0.08413410186767578,0.06814026832580566
14,0.06315422058105469,0.07640385627746582,0.06650614738464355,0.05699777603149414
17,0.06051373481750488,0.07765507698059082,0.07183194160461426,0.05821871757507324
19,0.0704641342163086,0.06029105186462402,0.07319188117980957,0.07863497734069824
24,0.08511805534362793,0.07018876075744629,0.066558837890625,0.05476784706115723
25,0.07937908172607422,0.07543778419494629,0.08232879638671875,0.0653069019317627
27,0.0670938491821289,0.07506895065307617,0.07556319236755371,0.06040334701538086
28,0.059278011322021484,0.07228899002075195,0.0648648738861084,0.055898427963256836
31,0.07475709915161133,0.07230544090270996,0.07221031188964844,0.09059643745422363
34,0.07329511642456055,0.09162402153015137,0.08475708961486816,0.07431292533874512
35,0.06910419464111328,0.08123397827148438,0.06825637817382812,0.08576726913452148
36,0.06659364700317383,0.0845038890838623,0.04095268249511719,0.04044604301452637
40,0.0652930736541748,0.0770728588104248,0.07122492790222168,0.05684018135070801
41,0.0593416690826416,0.06962418556213379,0.06808924674987793,0.0526270866394043
42,0.07854747772216797,0.07853436470031738,0.07170414924621582,0.05707716941833496
45,0.09041476249694824,0.0670628547668457,0.061601877212524414,0.05648016929626465
51,0.08234047889709473,0.04119682312011719,0.08093786239624023,0.06697964668273926
52,0.06635022163391113,0.0964198112487793,0.0829167366027832,0.06498575210571289
73,0.05752277374267578,0.08128118515014648,0.06610441207885742,0.05263400077819824
108,0.0624086856842041,0.07653594017028809,0.07771086692810059,0.06206774711608887
110,0.07143473625183105,0.07963728904724121,0.022301673889160156,0.021512746810913086
113,0.07584309577941895,0.07836627960205078,0.06968235969543457,0.0555875301361084
121,0.07099008560180664,0.07068085670471191,0.06629228591918945,0.05268406867980957
129,0.09400296211242676,0.07895016670227051,0.06456947326660156,0.05091118812561035
146,0.09896063804626465,0.10323047637939453,0.07997846603393555,0.06081581115722656
153,0.06709909439086914,0.05961012840270996,0.029116392135620117,0.02650308609008789
155,0.07210135459899902,0.06485199928283691,0.034197092056274414,0.028464078903198242
163,0.06897830963134766,0.08245301246643066,0.06909012794494629,0.05550074577331543
197,0.06722664833068848,0.059056758880615234,22.90039873123169,0.05443572998046875
200,0.05573916435241699,0.058509111404418945,0.05140089988708496,0.047415971755981445
212,0.07168102264404297,0.05787229537963867,0.04067707061767578,0.03583407402038574
220,0.06558728218078613,0.0775763988494873,0.06805539131164551,0.05281710624694824
222,0.06078696250915527,0.06959176063537598,0.06590080261230469,0.05337166786193848
225,0.0624241828918457,0.058267831802368164,0.03114795684814453,0.02526998519897461
228,0.058851003646850586,0.059120893478393555,0.0586390495300293,0.055056095123291016
235,0.05919909477233887,0.08851313591003418,0.07283353805541992,0.055441856384277344
237,0.05991339683532715,0.0905447006225586,0.06941008567810059,0.05439591407775879
239,0.06046605110168457,0.08269691467285156,0.08430099487304688,0.06546187400817871
245,0.0596165657043457,0.09082698822021484,0.06838011741638184,0.052160024642944336
258,0.056493282318115234,0.07980918884277344,0.06933999061584473,0.05158281326293945
290,0.06178140640258789,0.07921862602233887,0.07227301597595215,0.05886411666870117
338,0.054860830307006836,0.05803346633911133,0.03075885772705078,0.02513718605041504
358,0.08216166496276855,0.0803377628326416,0.09537601470947266,0.056185007095336914
360,0.057424068450927734,0.08526420593261719,0.06961822509765625,0.05340409278869629
363,0.040426015853881836,0.04362821578979492,0.03638815879821777,0.031200170516967773
365,0.05775094032287598,0.07985472679138184,0.06863260269165039,0.05446004867553711
366,0.06009721755981445,0.07528257369995117,0.06723570823669434,0.05243492126464844
367,0.05964016914367676,0.06279993057250977,0.061017751693725586,0.05243206024169922
369,0.05740809440612793,0.08691883087158203,0.030120134353637695,0.025796175003051758
372,0.06037783622741699,0.1245269775390625,0.07009387016296387,0.05366015434265137
