id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
1,0.0022237300872802734,0.019580841064453125,0.0022749900817871094,0.0017859935760498047
2,0.0008976459503173828,0.0013611316680908203,0.0010159015655517578,0.0008747577667236328
3,0.001917123794555664,0.0016772747039794922,0.0007548332214355469,0.0008149147033691406
4,0.002319812774658203,0.002630949020385742,0.0013990402221679688,0.0019109249114990234
6,0.0021598339080810547,0.0015797615051269531,0.0018548965454101562,0.002162456512451172
10,0.001893758773803711,0.0018279552459716797,0.0008552074432373047,0.0008349418640136719
11,0.002041339874267578,0.002023935317993164,0.0015115737915039062,0.0020880699157714844
16,0.0009369850158691406,0.0011761188507080078,0.0010516643524169922,0.0008401870727539062
17,0.0042531490325927734,0.0016491413116455078,0.0014803409576416016,0.0024864673614501953
21,0.0009441375732421875,0.0008547306060791016,0.0007863044738769531,0.0012378692626953125
22,0.002892017364501953,0.0018482208251953125,0.0013527870178222656,0.001565694808959961
26,0.0008893013000488281,0.00084686279296875,0.0009090900421142578,0.0008151531219482422
27,0.0007772445678710938,0.0007901191711425781,0.000827789306640625,0.0008361339569091797
28,0.0019409656524658203,0.0016078948974609375,0.0007963180541992188,0.0007913112640380859
35,0.0008072853088378906,0.0007779598236083984,0.0007715225219726562,0.0007443428039550781
41,0.002958059310913086,0.00189971923828125,0.0014832019805908203,0.0017292499542236328
47,0.0021698474884033203,0.001924276351928711,0.0013358592987060547,0.0018513202667236328
49,0.0028090476989746094,0.0019330978393554688,0.0014977455139160156,0.002482175827026367
52,0.0030019283294677734,0.0016112327575683594,0.0017240047454833984,0.0018877983093261719
53,0.002184152603149414,0.0019216537475585938,0.0008151531219482422,0.0010728836059570312
60,0.002748250961303711,0.0016498565673828125,0.0014557838439941406,0.0023751258850097656
66,0.0014317035675048828,0.0014138221740722656,0.0014691352844238281,0.0011353492736816406
71,0.002391338348388672,0.0022890567779541016,0.0015933513641357422,0.0014772415161132812
80,0.002872943878173828,0.0019505023956298828,0.0024318695068359375,0.0023589134216308594
81,0.003921985626220703,0.016698360443115234,0.0012323856353759766,0.0008571147918701172
83,0.0013651847839355469,0.0011439323425292969,0.0007977485656738281,0.0007822513580322266
89,0.0018663406372070312,0.0014088153839111328,0.0007488727569580078,0.0007798671722412109
94,0.0012691020965576172,0.001271963119506836,0.0007627010345458984,0.0007531642913818359
96,0.0008206367492675781,0.0008878707885742188,0.0008089542388916016,0.0007598400115966797
98,0.001627206802368164,0.0016608238220214844,0.001589059829711914,0.0018379688262939453
106,0.00482487678527832,0.015406370162963867,0.0018918514251708984,0.0018298625946044922
109,0.0020427703857421875,0.002009868621826172,0.0018701553344726562,0.0022308826446533203
110,0.002732992172241211,0.0018372535705566406,0.002264738082885742,0.001711130142211914
113,0.0029020309448242188,0.0017981529235839844,0.0018684864044189453,0.002563953399658203
114,0.0018284320831298828,0.001834869384765625,0.0023610591888427734,0.001997232437133789
116,0.0057220458984375,0.004418611526489258,0,0
117,0.005625009536743164,0.005467891693115234,0.0009021759033203125,0.0007939338684082031
118,0.00448298454284668,0.004868984222412109,0.0020599365234375,0.002271890640258789
119,0.002207040786743164,0.002633333206176758,0.002528667449951172,0.001645803451538086
121,0.0021331310272216797,0.01738715171813965,0.0008170604705810547,0.0008451938629150391
122,0.002488374710083008,0.018103599548339844,0.0014951229095458984,0.0030050277709960938
123,0.0024297237396240234,0.016186952590942383,0.002145051956176758,0.0018186569213867188
124,0.0022270679473876953,0.017674922943115234,0.0023589134216308594,0.002300739288330078
126,0.0011630058288574219,0.0009946823120117188,0.0008950233459472656,0.0013349056243896484
137,0.0007812976837158203,0.0007388591766357422,0.0007557868957519531,0.0007784366607666016
145,0.0008327960968017578,0.0008151531219482422,0.0007469654083251953,0.0007531642913818359
149,0.002042055130004883,0.0015900135040283203,0.0007472038269042969,0.0007770061492919922
168,0.0008342266082763672,0.0008878707885742188,0.0007789134979248047,0.0007796287536621094
170,0.0024433135986328125,0.001951456069946289,0.0016331672668457031,0.0014526844024658203
206,0.0021390914916992188,0.0021791458129882812,0.0019178390502929688,0.0022301673889160156
207,0.005591154098510742,0.006161689758300781,0.0017611980438232422,0.001975536346435547
208,0.004441976547241211,0.003801107406616211,0.00157928466796875,0.0016701221466064453
209,0.0025827884674072266,0.0020418167114257812,0.0017745494842529297,0.0022346973419189453
215,0.0047130584716796875,0.004735231399536133,0.001386880874633789,0.002206087112426758
217,0.005116701126098633,0.004065036773681641,0.002170085906982422,0.0019788742065429688
228,0.005307912826538086,0.004031181335449219,0.001375436782836914,0.0020482540130615234
