id,DuckDB Opt On,DuckDB Opt Off,LLM Opt,LLM + DuckDB Opt
3,0.0060863494873046875,0.0047914981842041016,0.009073495864868164,0.008202791213989258
4,0.005498647689819336,0.0050809383392333984,0.008603096008300781,0.007825851440429688
5,0.0054018497467041016,0.004801034927368164,0.009920120239257812,0.005805015563964844
6,0.006083250045776367,0.005146503448486328,0.011443138122558594,0.005696773529052734
8,0.005511045455932617,0.005202054977416992,0.009090900421142578,0.0069501399993896484
9,0.005967855453491211,0.010612964630126953,0.004033327102661133,0.005198001861572266
10,0.005058765411376953,0.005090951919555664,0.01020669937133789,0.006728172302246094
11,0.005089998245239258,0.005219221115112305,0.009236574172973633,0.007028102874755859
13,0.0051648616790771484,0.005671977996826172,0.008722782135009766,0.007770061492919922
14,0.0063779354095458984,0.004992008209228516,0.0048084259033203125,0.0053272247314453125
21,0.005503416061401367,0.005018711090087891,0.010355234146118164,0.007662057876586914
22,0.004723548889160156,0.010826349258422852,0.004436969757080078,0.0058078765869140625
23,0.006779909133911133,0.005385875701904297,0.011034965515136719,0.006953001022338867
24,0.006745100021362305,0.00525212287902832,0.004701852798461914,0.005127906799316406
26,0.00798797607421875,0.005121469497680664,0.011525392532348633,0.00555109977722168
27,0.005922079086303711,0.011297464370727539,0.005824089050292969,0.005057096481323242
30,0.0048787593841552734,0.0058574676513671875,0.009966135025024414,0.006859779357910156
31,0.005171298980712891,0.005362033843994141,0.00882720947265625,0.007685661315917969
32,0.0055086612701416016,0.005343437194824219,0.009251832962036133,0.006170034408569336
36,0.005482196807861328,0.0055980682373046875,0.004420042037963867,0.005198240280151367
38,0.00630497932434082,0.005173206329345703,0.011637210845947266,0.005900144577026367
40,0.005496025085449219,0.005237579345703125,0.010855913162231445,0.005087137222290039
41,0.0047762393951416016,0.0046939849853515625,0.008819818496704102,0.006941080093383789
42,0.005452156066894531,0.0044825077056884766,0.008568048477172852,0.006944894790649414
43,0.004746913909912109,0.004591941833496094,0.009340047836303711,0.007094144821166992
