1,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
2,"SELECT s.product_id, SUM(s.quantity) as total_quantity FROM Sales AS s GROUP BY s.product_id"
3,"SELECT product_id, SUM(quantity) as total_quantity FROM Sales GROUP BY product_id"
5,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
8,"SELECT p.product_id, SUM(s.quantity) AS total_quantity FROM Sales AS s JOIN Product AS p ON s.product_id = p.product_id GROUP BY p.product_id"
12,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
13,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
15,"SELECT s.product_id, SUM(s.quantity) AS total_quantity FROM Sales s GROUP BY s.product_id"
16,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
18,"SELECT S.product_id, SUM(S.quantity) AS total_quantity FROM Sales AS S INNER JOIN Product AS P ON S.product_id = P.product_id GROUP BY S.product_id"
19,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id ORDER BY product_id"
23,"SELECT s.product_id, SUM(s.quantity) AS total_quantity FROM Sales AS s JOIN Product AS p ON s.product_id = p.product_id GROUP BY s.product_id"
24,"SELECT s.product_id, SUM(s.quantity) as total_quantity FROM Sales s LEFT JOIN Product p ON s.product_id = p.product_id GROUP BY s.product_id"
29,"SELECT p.product_id, SUM(s.quantity) as total_quantity FROM Product AS p JOIN Sales AS s ON p.product_id = s.product_id GROUP BY p.product_id"
30,"SELECT P.product_id, SUM(S.quantity) AS total_quantity FROM Sales AS S JOIN Product AS P ON S.product_id = P.product_id GROUP BY P.product_id"
46,"SELECT product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY product_id ORDER BY product_id"
47,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
71,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
73,"SELECT s.product_id, SUM(s.quantity) AS total_quantity FROM Sales s INNER JOIN Product p ON s.product_id = p.product_id GROUP BY s.product_id"
74,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
76,"SELECT s.product_id, SUM(s.quantity) AS total_quantity FROM sales s GROUP BY s.product_id"
77,"SELECT product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY product_id"
78,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
82,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
83,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
84,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
85,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
93,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
95,"SELECT p.product_id, SUM(s.quantity) AS total_quantity FROM product AS p JOIN sales AS s ON p.product_id = s.product_id GROUP BY p.product_id"
96,"SELECT product_id, sum(quantity) AS total_quantity FROM Sales GROUP BY product_id"
101,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
102,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
103,"SELECT product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY product_id"
107,"SELECT a.product_id, SUM(b.quantity) AS total_quantity FROM Sales AS b JOIN Product AS a ON a.product_id = b.product_id GROUP BY a.product_id"
110,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
111,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id ORDER BY product_id"
112,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
115,"SELECT s.product_id, SUM(s.quantity) as total_quantity FROM Sales AS s GROUP BY s.product_id"
116,"SELECT product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY product_id"
121,"SELECT s.product_id, SUM(s.quantity) AS total_quantity FROM sales AS s JOIN product AS p ON s.product_id = p.product_id GROUP BY s.product_id"
122,"SELECT p.product_id, SUM(s.quantity) as total_quantity FROM Sales s JOIN Product p ON s.product_id = p.product_id GROUP BY p.product_id"
124,"SELECT p.product_id, SUM(s.quantity) AS total_quantity FROM product AS p JOIN sales AS s ON p.product_id = s.product_id GROUP BY p.product_id"
126,"SELECT p.product_id, SUM(s.quantity) as total_quantity FROM Sales s JOIN Product p ON s.product_id = p.product_id GROUP BY p.product_id"
142,"SELECT product.product_id, sum(sales.quantity) AS total_quantity FROM product LEFT JOIN sales ON product.product_id = sales.product_id GROUP BY product.product_id"
148,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
158,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
185,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
187,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
189,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id ORDER BY product_id"
190,"SELECT product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY product_id"
192,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
199,"SELECT product_id, SUM(quantity) AS total_quantity FROM Sales GROUP BY product_id"
214,"SELECT sales.product_id, SUM(quantity) AS total_quantity FROM sales GROUP BY sales.product_id"
