1,"SELECT project_id, employee_id FROM Project AS p INNER JOIN Employee AS e ON p.employee_id = e.employee_id WHERE e.experience_years = (SELECT MAX(experience_years) FROM Employee WHERE employee_id = p.employee_id);
"
9,"SELECT P.project_id, P.employee_id FROM Project P INNER JOIN Employee E ON P.employee_id = E.employee_id INNER JOIN (SELECT P2.project_id, MAX(E2.experience_years) AS years FROM Project P2 INNER JOIN Employee E2 ON P2.employee_id = E2.employee_id GROUP BY P2.project_id) M ON M.project_id = P.project_id AND E.experience_years = M.years"
29,"SELECT project_id, employee_id FROM (SELECT p.project_id, p.employee_id, e.experience_years, DENSE_RANK() OVER (PARTITION BY p.project_id ORDER BY e.experience_years DESC) AS rank FROM Project AS p JOIN Employee AS e ON p.employee_id = e.employee_id) AS t WHERE rank = 1"
57,"SELECT p.project_id, e.employee_id FROM Project p INNER JOIN Employee e ON p.employee_id = e.employee_id INNER JOIN (SELECT p.project_id, MAX(e.experience_years) AS max_years FROM Project p INNER JOIN Employee e ON p.employee_id = e.employee_id GROUP BY p.project_id) t ON p.project_id = t.project_id AND e.experience_years = t.max_years"
59,"SELECT t1.project_id, t2.employee_id FROM (SELECT p.project_id, MAX(e.experience_years) AS most_experienced FROM Project p JOIN Employee e ON p.employee_id = e.employee_id GROUP BY p.project_id) t1 JOIN Project p ON t1.project_id = p.project_id JOIN Employee e ON p.employee_id = e.employee_id AND t1.most_experienced = e.experience_years"
121,"SELECT a.project_id, a.employee_id FROM (SELECT proj.project_id, proj.employee_id, emp.experience_years FROM Project AS proj JOIN Employee AS emp ON proj.employee_id = emp.employee_id GROUP BY proj.project_id, proj.employee_id, emp.experience_years) AS a JOIN (SELECT proj.project_id, MAX(emp.experience_years) AS exp FROM Project AS proj JOIN Employee AS emp ON proj.employee_id = emp.employee_id GROUP BY proj.project_id) AS b ON a.project_id = b.project_id AND a.experience_years = b.exp"
136,"SELECT p.project_id, p.employee_id FROM Project p JOIN Employee e ON p.employee_id = e.employee_id WHERE e.experience_years = (SELECT MAX(e1.experience_years) FROM Project p1 JOIN Employee e1 ON p1.employee_id = e1.employee_id WHERE p1.project_id = p.project_id)"
138,"SELECT p.project_id, p.employee_id FROM Project p JOIN Employee e ON p.employee_id = e.employee_id INNER JOIN (SELECT project_id, MAX(experience_years) as max_years FROM Project JOIN Employee ON Project.employee_id = Employee.employee_id GROUP BY project_id) mx ON p.project_id = mx.project_id WHERE e.experience_years = mx.max_years"
143,"SELECT p.project_id, e.employee_id FROM Employee AS e JOIN Project AS p ON e.employee_id = p.employee_id JOIN (SELECT project_id, MAX(experience_years) AS max_years FROM Employee AS e JOIN Project AS p ON p.employee_id = e.employee_id GROUP BY project_id) AS a ON p.project_id = a.project_id AND e.experience_years = a.max_years"
148,"SELECT p.project_id, e.employee_id FROM Project AS p INNER JOIN Employee AS e ON p.employee_id = e.employee_id INNER JOIN (SELECT project_id, MAX(experience_years) AS max_exp FROM Project AS p2 INNER JOIN Employee AS e2 ON p2.employee_id = e2.employee_id GROUP BY project_id) AS t ON p.project_id = t.project_id AND e.experience_years = t.max_exp"
