-544789617|1118975031|264046354|-99246121|215216699|-1140434942|-478253753|-988778079|-1321027015|-1827233407|1210726796|-772164641|844765680|301583130|-269526092|-1050535499|656430007|1929580895|-1218590953|489.81|841.86|548.38|285.91|125.81|783.53|537.82|6.10|667.51|534.33|482.42|684.04|548.70|347.31|919.65|
-394733336|276465026|-149091606|-1131177796|-1672641836|1384791333|33429618|-1383272243|-2030460245|-256413143|1322493629|1391514309|941728567|-837062357|-135194152|1535798545|1173629799|-1241798467|-1255106855|550.53|969.77|287.50|737.56|796.68|849.78|634.42|670.05|676.31|629.45|181.88|904.38|887.36|634.94|944.18|
-2146179326|-1471607487|1398061407|-561420785|1316824621|1192243775|113085840|405902404|-936988700|-1632196315|-1067335150|1892207166|1343671359|-501578603|2114465016|424674761|-832711588|1710519197|490782520|34.26|175.62|917.90|423.04|197.82|374.27|579.90|403.23|952.20|756.54|826.77|194.18|551.82|876.72|432.03|
-2132390657|-1828154936|86498726|1041329967|-1643445636|1014476807|1403603852|349941346|1444311077|-1827955126|-85832849|890507030|631960995|1918603390|-2070389193|-825880821|-324696680|868804736|-943240727|470.12|739.98|618.44|52.02|429.35|669.48|79.60|524.71|946.82|174.17|242.30|678.57|17.76|866.72|874.01|
1189376656|1699819211|-1973194607|-1577046525|-766904811|-1048876701|-1913105145|-2038257851|-1207336912|-1658076521|1880436235|-1268781531|-889543192|469685612|-1582942106|2014851829|254567687|-1107287198|1233413971|327.04|482.14|711.07|958.33|709.90|30.74|617.47|34.31|396.70|363.73|554.18|712.33|506.06|809.62|950.84|
-1399153168|641785762|540209922|-649341798|-2023374171|-1280018775|107700128|1634875056|1566684853|-1867074047|-999359477|-1881576010|1832238973|-25102699|-1089025804|1865771275|-525251559|-267074897|1739688440|343.02|628.68|699.90|483.24|482.34|334.16|146.39|94.96|189.09|178.68|950.13|609.47|516.35|681.83|372.67|
-879290546|-2031262387|821556779|1637323378|1510439674|-1614151314|-1815532928|-466148879|712636408|-1353573494|42723046|-2031033205|-1935806399|528121173|-194009479|1758388728|809326579|1947748818|-1546579979|344.20|794.30|97.58|730.61|400.01|2.56|545.85|701.76|968.17|817.10|575.81|611.00|507.65|668.15|198.88|
-747307821|1471668829|1258889088|1582814783|645186959|-536243032|1688709675|1906925408|1635989587|79562484|-688603273|-1324175176|1917767416|761630550|-653027884|1437695164|-164117540|877152334|-1166794471|371.63|53.80|718.65|611.38|859.93|9.85|378.11|42.93|304.04|994.55|166.78|929.31|644.27|205.69|888.02|
-644727080|-786955851|-1232685324|-380711558|-1889024489|1918456786|-1976644411|-1593335348|-2005559678|1519661591|1823966687|1978852736|1531708052|-1185159257|1868381048|433795011|-336536466|1796347912|-1601482971|579.09|123.46|92.69|967.41|926.35|948.01|29.51|482.02|756.29|121.43|575.28|778.45|423.60|524.85|593.85|
-479939996|63935044|-1722835599|483265151|-1482712612|364046257|-130156653|-698710782|-103673174|10528990|-1891287117|-590005097|-1093835599|-1706750710|1893020933|631211840|-679176068|-11073977|-1398286906|245.58|982.60|433.98|334.71|484.48|804.12|20.85|904.57|44.35|378.22|492.40|94.91|748.31|358.71|105.25|
674112173|-1648578123|-1014350151|207103508|-1935456111|1939782378|-457758610|-1611821772|-481274422|2120017969|208440584|-1038461618|-604761874|88047755|-1924628853|1016716980|-960545636|-189283294|-1417398303|400.59|959.41|396.36|517.18|227.05|536.72|64.23|723.28|727.01|397.73|691.60|626.48|617.28|155.94|652.90|
-1486960077|-671591913|-1200174296|904190075|-777942019|-1863547133|1856223057|-2142096454|-1227546546|1852178140|41275900|422495098|1054236387|-1761344123|324330815|294923945|-314982482|46130245|-490929094|730.80|978.14|918.80|899.24|967.67|625.40|427.39|672.98|666.17|221.11|690.97|316.77|394.82|710.75|634.37|
1764850859|-635716273|-552083195|294984702|1892642753|246467019|-478791060|32289247|-1530713474|-1691267964|1719691278|111568049|-977993436|501310813|-1443619520|1314798546|1097611094|489799664|-225967467|682.31|662.68|68.56|147.67|623.68|362.75|727.48|989.43|66.03|107.46|417.66|383.08|276.03|127.04|687.47|
1458250933|-2090637773|-1515365139|-2049682585|254814336|-2139586044|-1299752691|1638303139|-394953114|-399762810|-387925131|-531900261|-1703769200|-1991715378|1012812620|516959496|-1055674480|-1304668961|1658049696|275.73|134.09|527.49|942.60|11.35|402.97|762.00|313.06|416.36|399.08|999.27|449.07|420.51|531.03|57.99|
-1101521085|2001366489|-1530336787|-1376725419|-280980538|1713584969|815827749|-212702022|-57393911|-1417407884|1973304799|1369699267|-182682688|135592170|-1166334993|-227266414|74740536|473025272|-1001826851|67.07|150.14|220.82|905.70|879.68|467.55|923.15|219.58|453.77|140.87|525.57|845.14|11.58|528.74|114.53|
-489992303|-89906128|-939934855|-1197633481|-579748122|146128558|-641621180|-389973598|927020282|-1454122754|61162017|1869091271|740923423|8027167|-1505564443|-429924012|-2105259556|-96474068|-1056464741|35.59|792.57|903.06|225.53|648.10|434.73|13.25|171.49|360.75|849.59|316.06|440.65|293.77|8.71|174.22|
-650124979|113152708|-1418124544|1577424744|453466875|786993866|-367909219|-51130619|1353049601|-2031583635|-1832964080|-174125024|-834041865|867339551|1982099786|-1130425329|780522998|1239381136|-1787587258|806.17|419.37|830.97|749.74|401.81|943.99|252.68|969.82|117.48|526.01|400.36|539.36|831.02|627.98|214.91|
2120326777|-1607295404|-1728965127|910223645|-1202249454|1628868822|-25426492|473580996|1501416852|-611000887|912372724|1284303940|1970596038|1597678762|-1380553773|1964649215|-1272254467|1981462382|687054312|449.40|90.59|592.46|408.11|948.75|914.62|957.52|938.76|868.77|186.62|81.91|388.30|539.22|231.14|854.19|
-1244995062|-1613200398|1104197398|-1262685329|539947092|-1960861288|38107235|273843498|520456402|1384700575|773830618|390845981|381654524|1434519958|-1622951018|1043036135|2015640744|-343417428|1963953624|370.38|74.42|483.69|934.07|581.49|985.77|945.11|783.91|568.47|71.89|180.63|753.37|646.22|679.54|313.10|
695318489|-2100567537|-715452118|-1029743922|491773081|80145519|495912148|442985051|-1847604663|-7614534|-973052611|-1243761601|-1127756085|-754391393|-1200910849|1141818807|-1144778882|-2070449708|602277413|821.73|394.25|255.30|653.41|582.95|808.92|893.26|923.50|541.38|36.88|604.16|407.26|38.10|94.98|273.01|
-1535231116|2014689865|639629391|-304364078|-240101483|388096123|1453336380|135987240|193271945|1328871338|-625699903|-1939851255|-377063458|1511966176|2134499599|-512020479|1017848216|1590292772|738839345|942.15|70.39|175.85|656.08|36.13|579.22|291.32|83.56|897.24|669.89|833.18|877.36|583.88|492.57|797.19|
1913371711|-1516370442|-777240522|-1634151116|-2037379803|-120418859|-289272672|-1994443214|704974451|-1042438554|-1280639633|1517496187|494403428|2102119216|-2077484882|-1724327453|1213474456|-1839644|371354995|135.67|92.67|950.80|725.48|473.49|210.70|148.95|193.91|915.33|889.76|636.57|998.16|818.21|58.20|916.98|
-1001322256|326574153|1981869200|1035597843|1430611505|539130259|-2081136352|-1107534079|-399565165|258757313|1937048469|1309640645|-1540008432|-499701438|279259019|-554125194|1933655427|1956324331|-1549005236|866.12|907.85|49.45|611.91|453.97|95.53|327.60|860.53|726.81|381.29|344.93|266.71|998.54|261.56|312.85|
1919114135|674136475|-695715860|-1692250955|-903766723|-755291131|-1855405690|-1765192021|1605384426|-743030125|858025276|1780897553|609457677|-354093558|1700128191|1483940375|583391442|2136985743|608004508|299.03|153.32|239.31|662.09|216.56|98.66|819.09|407.43|163.33|787.35|680.07|796.06|733.56|883.73|333.97|
1727463435|-602166285|1260370846|-5105148|1897781098|-508303769|-1343156862|-1850136008|1717797180|1998626551|435787797|-4326764|-1969384193|-1161003576|1241521991|-700070435|-438260228|1809470730|-17590676|563.71|636.08|959.07|422.05|787.56|99.82|75.68|669.85|810.93|387.81|62.54|802.92|264.69|104.32|445.33|
-1486471069|-796154034|-423390678|-1772870690|-1723895250|-1902388113|629889641|497001414|-168061143|-1498451839|1727939710|-373325258|934548386|-974101217|-1479698750|-1774998987|1721800975|1328331623|1308909923|256.64|657.08|605.61|232.45|117.03|188.12|212.92|604.39|560.33|370.90|590.65|162.73|244.70|105.76|387.46|
