-1907914102|car|2022-01-10|2022-09-15|563645573|850381078|machine|-2039570121|professional|these|1834622154|-354862850|-427407570|1625104872|note|
210285287|behind|2020-06-24|2021-11-11|311597004|788865052|send|393857460|model|throw|-600381432|-450843888|-1823161474|180315244|vote|
-1409394182|window|2022-08-10|2023-01-22|-928687907|1800357354|school|2102096226|know|other|-621019044|1347972343|-1765777367|825090016|success|
1245758774|suffer|2021-01-23|2021-03-30|-233899371|-527846170|education|1743032322|manager|drop|-1994571455|2120991987|25551107|-563093589|decade|
766629362|news|2020-09-30|2020-10-07|798063144|-1051825622|miss|1840521534|amount|purpose|774456424|266855495|-591571752|1432845231|be|
1207266918|east|2020-10-09|2021-10-26|803636410|-2055380898|indeed|1871050364|like|yeah|-1374273085|-1673097611|222340519|-1018139583|painting|
347637729|some|2023-01-24|2025-03-24|-2101678360|1254172445|sign|1033062213|student|sign|1323182959|-889454902|-1038862858|1860832133|admit|
-1630323840|continue|2023-04-12|2020-04-22|-1221388384|567765128|watch|-1627322663|court|red|1744839226|1018407773|-1983685733|-1087106769|nation|
2003716649|trade|2023-04-18|2023-11-20|-994012635|1742989159|heart|684780441|nice|thing|-229424134|-254167817|-652203963|-361022567|occur|
-1907964732|along|2021-05-25|2022-03-15|1221869776|-1936363097|see|-1348328639|sound|position|691980596|793390483|493421137|-198404920|measure|
1154603826|who|2023-12-20|2022-09-17|566308023|-441756285|improve|717434921|per|inside|-1352938997|-745851926|-1903492431|1485206952|hope|
675533550|certain|2021-01-03|2024-05-12|-1111396927|1726858158|kid|-1992365075|attention|mother|620037281|287586498|761748663|497750281|field|
-236978321|in|2021-07-25|2023-07-16|-1217610759|-1302523497|concern|-107293818|window|on|-1884594772|-610334107|-170423036|-131408618|reality|
-228013887|art|2022-02-13|2020-09-15|1303683471|1316958582|significant|-688732875|still|lose|1284796416|2142348973|-773458356|438876760|smile|
100288507|trip|2024-02-13|2020-12-27|-2013206684|695145231|team|1729657776|respond|point|-469479431|1740717403|-763125455|-937914647|indicate|
624788910|arm|2024-09-14|2023-09-05|-290987269|2048948748|dark|1708803533|find|mention|104052119|1107185246|546531754|-723044298|season|
514661832|so|2024-12-26|2023-09-15|1558751597|1335497842|nothing|-2009293819|live|evidence|223755369|44827050|977036685|2118635826|itself|
-236376821|article|2022-03-22|2023-04-23|2064317236|-545781357|ten|665040600|sort|opportunity|-1057036854|1600209404|-170991018|824030633|wall|
-1429451532|different|2024-06-19|2021-06-30|2142807840|-393269725|hotel|1259567991|yard|happy|-741238249|1340505581|-994116774|-286317754|style|
-144429295|relate|2022-09-04|2022-08-28|65882901|-1066533451|if|-843077359|able|memory|400249164|-1725622397|1435320833|-496182416|lead|
-455343154|must|2023-05-26|2020-08-14|1553045241|-948241813|party|-39245071|degree|large|-973694250|552245540|1655725307|-11894169|central|
1553118546|red|2024-12-26|2021-12-10|2060458079|-1682707069|order|847055441|white|bar|1368607733|1430092410|1824169853|-1721256908|gas|
870963823|room|2020-02-23|2023-02-06|1364296171|1110899931|past|-817144551|week|ground|-1132755764|-795241393|-1818008523|-1345581995|letter|
1236006312|follow|2021-04-26|2022-07-07|437439130|817709007|answer|-495396921|worry|argue|747914874|1481081316|1445100984|-531003697|general|
1806218320|general|2020-02-07|2022-08-19|-2061472842|-574507304|father|95334589|network|blue|1084060826|-272264636|1883117431|512822790|tree|
-1303600194|truth|2023-08-25|2024-11-17|-1569920152|1598320852|important|-69073977|hot|describe|-593327688|-775906296|-469756569|-1642358801|management|
1518000224|nothing|2024-05-30|2025-02-17|-537932656|-634167770|short|-1927887861|painting|research|-1893883014|1783150788|-650484419|242336450|cultural|
1105252062|tree|2022-11-03|2021-02-06|1667911671|-252129347|exist|1315498711|thing|generation|-2131342778|1622242212|-1826099939|1794404681|probably|
1889314347|green|2024-07-22|2023-08-30|805871804|613583388|to|-2068628306|reflect|later|307475108|590705273|-315036969|1386728435|one|
-855375635|drug|2024-12-20|2024-05-01|-2143021013|-1280157073|go|816366260|cup|feeling|594384658|1710180906|1274661775|-1021319712|resource|
-1629108660|four|2025-03-03|2022-06-10|302599775|-1697185119|attention|-488219708|same|know|-1660105114|468734472|-1493044904|-1641571762|and|
1385778030|art|2022-03-31|2023-08-12|197722631|1943034657|Mrs|806725598|option|oil|-1993185380|-1762972772|-1762327124|235661026|step|
-2127701803|air|2020-01-16|2021-07-28|-725849095|-406622562|note|285922997|trade|sport|-1366448756|183248122|-235362735|1337799316|Republican|
-122890514|program|2020-12-06|2025-02-28|2014030276|-621778543|improve|110108898|safe|meet|1591580147|66805511|261839831|668123426|camera|
-1041756825|oil|2024-01-19|2023-04-20|527421068|1143926981|anything|-992151069|sure|mother|-1124885405|1007235607|-782188454|-1321831060|leave|
405176336|administration|2025-03-24|2023-03-27|1831833179|-1093674655|ground|52694174|whole|note|-937221602|415153509|-1944904166|1784450399|contain|
1984429640|member|2020-04-03|2023-04-27|-1436643665|1857304662|value|1793590561|Mr|wrong|398107337|-1896567802|1440310250|348560313|exactly|
242354804|girl|2024-12-08|2023-11-17|-1288058643|1647803352|lay|-1522223337|mother|game|1320264905|-1239947642|-1141374965|-1162976442|simply|
92003126|should|2020-06-03|2024-07-23|1394996603|-1173466026|physical|-1693057268|research|past|1094856551|-504455639|2012654943|-625186938|three|
-854518760|father|2020-01-02|2021-04-04|1577887554|667038564|behavior|1087014132|along|he|1240885017|-499213444|302620417|1629094851|position|
68673228|moment|2020-01-14|2025-03-10|1661622766|1802089667|federal|107257506|understand|fly|-543787327|-422149537|-2073014356|-1112482676|local|
1329459809|this|2020-04-04|2022-01-05|748967002|-979803778|bed|8841940|give|need|-885039375|-282551766|-677582762|-991207837|agent|
1544756601|form|2020-12-27|2021-11-27|-1465041817|-537022164|although|-1964771973|police|until|1534143135|-1694740960|-449768986|1657929373|report|
1660054781|agency|2022-02-26|2023-12-25|-1212383342|1003106839|us|-851546313|quite|difference|-658183901|1103909960|811725049|1655811741|option|
-1294509150|guy|2023-09-06|2020-05-29|-1962364415|-1355853767|adult|548144841|feeling|easy|-1305909079|-1512479475|207875795|1179558794|head|
-1009129479|young|2022-04-23|2023-03-09|-1362435209|-2035397679|season|-1993684031|fire|fish|1024682542|864131107|-1973888488|-2090010795|population|
754531849|describe|2020-08-31|2024-08-08|2088378841|1935337157|experience|-2081043110|control|affect|1425788637|1435366844|-1679702781|-1872165868|notice|
-890739295|instead|2021-12-11|2021-01-31|-1336694161|2108901456|behavior|-572585863|away|suggest|-534313982|197321303|1953940800|-567275346|eight|
-1063320326|such|2024-10-21|2022-12-14|2059208742|-32156597|knowledge|-424105694|wear|we|-323073504|1375123057|1906330920|-1650936889|economy|
405404753|offer|2024-11-30|2022-04-28|310982359|-882548844|actually|-270751104|development|she|-1662291484|-1298395314|1941989772|1687419681|southern|
-607663260|provide|2023-09-24|2020-11-30|-2139429642|503763658|store|-337752090|letter|role|1161306384|-1320642805|-1465622402|1369197827|subject|
-1917568301|agency|2020-02-20|2023-07-10|-1065585271|805710597|personal|-182241450|increase|reason|-1314084061|1001266335|1799384827|-607644386|condition|
-542351012|inside|2020-04-17|2022-12-08|-898377510|592119458|public|-1382505154|defense|city|1237892929|908278684|652778851|1538878773|daughter|
1199235235|specific|2024-03-30|2021-09-26|1188342488|889518690|dinner|1101505254|decision|leader|-518762977|-418932110|-967849524|-341937313|model|
54924409|paper|2021-10-14|2022-03-09|74189297|-1947081690|yes|732860713|whose|hard|1851512905|-881453125|1768545633|-37179025|in|
-1110970386|wrong|2023-06-27|2024-04-15|-150677108|-1171847905|ok|-1991749068|form|example|327058708|1527313484|970020420|1843426354|person|
1913968401|level|2021-03-23|2023-01-07|143967070|829759466|visit|618893998|business|identify|924137059|-1837945025|-1237117031|2082449742|young|
-92029082|whether|2025-01-02|2024-06-13|2142354504|-1598834664|sign|618558174|activity|institution|2125511084|-1841682011|2105504464|-1943454572|west|
986320181|life|2021-12-07|2022-01-03|1824535988|1526484653|pay|-975763260|yeah|decide|-1449378112|-512894226|-986022096|-113269100|court|
546323980|impact|2022-02-17|2023-12-14|477400301|81989218|evening|1370509926|win|represent|-199731893|-1155043953|1691206382|-871045546|customer|
-509854159|interesting|2020-07-28|2022-09-01|1498057322|562764904|name|-1737168811|watch|small|1885151414|-620748548|-1205795923|-1085614638|maybe|
-168825210|director|2021-05-27|2020-07-29|-2071927859|-744019801|enough|1795183902|person|happy|-2081316612|953370425|1264562386|-2024172605|require|
-901595011|value|2021-08-19|2021-06-05|-1674462115|-1116138252|general|-713608036|way|reflect|1432462009|-669881797|882092488|-1300305807|heart|
2134271952|man|2020-06-08|2020-08-26|-1268734701|-409188184|call|1774520327|good|what|-467549078|93362656|1312049135|341814174|machine|
1406936989|gun|2021-02-17|2021-05-25|-522521509|-367793583|money|536339098|character|radio|-999255227|-1554106325|-1750826030|1821429871|bag|
1894555628|sell|2021-08-20|2021-10-12|862777297|-844018527|recognize|1532740054|feel|employee|-1421162724|256658745|1604762947|-1876994122|go|
-1446448083|return|2022-11-01|2022-12-10|-1634290783|-1080937841|particularly|-723800863|land|from|-1812459914|1549841249|1413018162|-46112488|out|
513313237|more|2024-03-25|2025-02-06|-1523519603|-1377262737|admit|153218106|occur|watch|-1795489357|1459523198|-1223815527|76324720|too|
