1378131648|-1016303041|741578800|-1730050131|-1634739148|-2087428080|2006457295|-1883908874|243903762|-536239761|99759240|1474913118|2056533394|1034042147|-961456553|-533936629|-849096478|-1190283691|131.95|713.54|965.64|40.00|838.96|394.16|349.23|434.64|552.56|foreign|
830042774|1247843300|-725686628|-1625154147|504595279|-1760851320|1779404324|-673271847|284553178|1513089137|-2086827366|1115270035|-1352324568|1336265150|1681266896|-42392053|-2014436903|704745617|655.31|536.36|968.94|489.48|588.65|574.35|527.79|145.32|383.92|available|
137263908|526057317|350161255|447639684|802614625|921704702|435930889|-269912838|731985528|-1842183449|-135118663|-538327471|-1300014409|874742116|-99040762|1533663358|1324480213|-664389120|13.61|754.15|887.35|749.97|318.17|801.19|228.36|408.67|139.72|point|
-1497370995|-501186247|164852370|-407619200|-12847003|-466883772|-1039595391|70143810|-1705564351|-1125968164|1751939671|-1874488198|839011796|7688228|-822468028|239345102|344745591|-1491692666|135.42|781.61|509.91|69.18|337.91|668.10|783.24|581.26|664.98|give|
1816774704|-1694153291|1777890431|-1296084339|1510334627|-1443433425|40998591|379440436|-388784414|1341038111|900181134|524474692|1862471674|1930788312|-96901268|1950680790|-2023449391|-299628349|451.26|682.74|243.74|114.13|586.07|978.88|214.14|328.48|42.19|where|
-65169455|1111180461|1450015670|148187199|960747464|-51004579|830901757|-352523488|-1218209280|1700028507|-1709742144|769673376|-1474256856|-1303427179|1605549114|444349573|-1627477643|591234771|142.01|57.96|961.41|264.52|965.92|464.87|349.28|347.29|901.79|reason|
1721819426|-753588924|41701399|-519925636|306186222|-1677013620|1868628828|1382429138|-1345688778|428466425|1466597634|-45282162|-292722331|1920787405|525291567|1438689411|-1070592594|160750519|189.69|120.32|312.09|424.13|341.13|324.08|103.66|17.76|699.59|seven|
347713843|1664949323|-795920894|1693170149|-2074493947|-241200610|-447000438|-2007444243|969868884|2003276223|-1610544675|1556567698|-1968703306|-874048499|591878592|-179247231|-1358239998|-1926518008|799.14|619.91|603.22|954.59|667.51|446.85|75.77|741.84|328.69|woman|
-1790673880|-1748805660|-1877442691|-1924450481|-521964811|-781915617|-1625311222|704106755|-733523959|625631678|1774968278|1446888892|-369216321|-846048731|-2052311618|260004841|1411455891|-670703594|634.22|307.83|981.23|823.27|872.07|178.92|980.16|532.49|670.84|between|
-78065654|1672677124|-233564683|88499572|-133185645|-1539531188|-50536849|316119080|81480091|-711063355|479483863|1083482540|-2037931384|-454947037|-401521727|1660841819|-278851360|65274060|858.98|593.38|952.28|652.02|375.52|703.15|842.67|372.57|363.89|per|
-1117067685|2143344806|-754258501|1440044836|896970224|288858505|-1220576839|-1384960419|76306623|-1821714158|-1134028213|-1548447732|818277551|472299206|-1191901292|58149341|-2118021310|1583915994|198.70|378.33|717.81|152.39|674.24|993.53|577.92|157.69|995.10|adult|
-1837983506|-1000884816|-1189583872|-1124737492|-762160854|-307788574|-1479723066|295055187|-1996253389|-1490044843|-103223781|-104284633|-552215665|253051368|-310359111|-725250165|1962550989|-691200861|138.72|390.01|742.33|150.99|428.22|974.33|158.74|677.35|254.99|describe|
-1558506545|-1784504942|-224499064|1719792709|-1419463830|-1993102473|-763283375|62305068|-306169718|-1410989049|1287878646|847163014|109310497|882669511|340196739|-251069244|2052258518|-1239457150|220.02|445.71|701.27|323.23|720.52|225.40|889.54|836.51|29.91|full|
2059352792|-1299622912|-2072359630|161990684|844843251|-2115976612|145258461|1037783533|1381006080|390984275|1725763841|1946411984|-1288776035|1762177656|-768620742|-1888907145|1665520023|-182289285|750.01|628.79|665.00|424.22|595.74|906.19|304.33|720.11|410.53|him|
-1777090973|545411454|-577835565|838473609|1719804659|1023515566|-88015447|-339388084|10023927|-633906865|1867635140|2008018085|-1937460647|1381191665|-910252980|-1906575257|-1296003737|1197676219|840.49|467.32|643.60|358.12|491.94|28.73|680.60|220.14|61.13|age|
-1484492147|-1971263372|-1718905363|-1002914487|304771195|-319918728|-1335596103|259048422|1582482641|1626777026|-52792250|-278125585|-298289946|-248226114|1256528173|1044218644|-641364097|-720281191|77.86|711.02|526.02|709.33|371.23|188.56|591.96|889.64|878.69|mission|
144700947|-334206551|1374899620|974117313|-606158405|-78625419|914995028|-629594079|1086019291|-1374565700|-161694479|-1653612394|-1653133125|-1142736345|1674369763|730414490|-1742301962|-1413910312|790.37|684.80|437.91|979.41|107.28|59.23|354.18|325.21|174.62|tend|
112245884|767732259|-308029107|1363970465|-365349924|-1459773572|-891759953|-2013562605|-2004429774|1230772937|1860659509|2112530900|1157958233|2084053949|-1781657529|-743891121|1205502880|-1929764119|812.27|344.77|773.72|152.70|941.78|775.64|308.26|415.44|767.10|four|
-1268129744|-1011662048|-383164677|1357682102|164991566|1306559092|-1116771705|-1195816903|889462383|1161738447|-871870338|-658698610|-1517909264|1809590458|-1438877353|-1082745366|-181422878|146438151|900.96|299.74|917.84|524.20|834.97|351.28|812.65|654.20|248.77|organization|
1012631598|-1269049172|-919550315|763870518|146162830|467671153|-93484032|-1561272615|-898277416|-383799104|-1202607461|-1065998126|1067774141|1058544289|1573427171|1355948149|-1726083464|1604591763|669.05|68.66|628.09|307.05|428.03|172.51|26.96|792.24|76.72|despite|
149851078|-1000939932|1116704759|676444236|-1790622218|2029152025|-283197942|-1552881539|-840677667|1233767489|659853035|-462263912|-849009275|-335964217|-263630352|-1363261779|-2048633|-331882503|735.55|688.71|941.18|388.24|546.17|253.68|874.58|115.97|397.54|teach|
-1469858733|-1340603975|948806603|780012565|306905286|41417489|-918724244|-1203649689|176038980|-565639406|1207011477|1807350525|747612501|1451556263|-1484258262|759663421|-1783403089|14133757|123.47|33.98|460.67|617.85|696.21|158.53|551.49|794.53|337.73|though|
-952090355|1393940981|302590836|1566455092|1915865362|-965133158|-881652225|-1559992015|1162429799|930875680|171051829|1418983375|-2073358332|1510363848|-877927058|-1049780598|-908347574|1995604597|783.40|43.57|844.11|563.83|462.50|645.66|516.13|878.51|850.19|peace|
1456727056|-1138172934|651442711|-1967248374|-1087601410|1082629688|56662622|1366407335|-636766699|-823136066|-974835881|942958469|1508465045|190960988|-1630010688|-1012569957|1332268093|-1855544195|453.78|956.39|328.47|586.96|322.50|405.87|949.75|430.00|964.26|unit|
657798048|1949411541|2012460241|734745066|2011172795|-1589025477|1606687778|-170073216|994095942|-513109012|-1487590399|-818811051|800561816|-348044409|1493152842|-435351314|-1330210231|1529716062|513.95|69.70|818.26|337.68|125.02|704.36|477.04|584.09|72.33|fear|
-1255736067|805654184|-547776163|-2049406616|-436889235|-1476024822|172035115|1211968737|1566886033|-1075231564|-436002817|-24580641|-2027072553|-827391003|-1659075871|223669126|-1028837703|-1299944791|755.32|772.92|878.78|730.15|274.51|61.69|961.66|528.78|43.19|top|
1106687789|1946640846|-1205335379|1127947129|-1332895593|-1163754127|-1909309341|-1887346719|1586664898|326676146|-629370934|1255240949|1644375859|-1053402447|1272081033|79311637|2107033605|1683966527|204.95|943.26|714.66|166.66|682.70|39.00|842.34|514.02|831.28|generation|
1623362611|-404233309|-1717048500|-1970991961|1310713614|962170261|-2116152509|711596133|-1397056928|-219346404|-2081442758|-226816972|-687121253|-1682537612|-1872480730|887167166|1871679441|-1490027557|413.49|141.44|714.48|723.22|943.92|427.62|727.18|467.12|208.64|authority|
-2068046346|-197131756|426381246|959883781|-2114088898|-1962376886|-1312717293|-1762903647|887136598|415824032|-919625709|-875667951|2090097443|-2101545242|-41723326|-2027588716|-1194252026|-620376591|180.64|944.55|102.57|126.34|55.27|417.43|400.72|57.13|184.05|soldier|
-22978923|-117137369|937596193|-133302967|1526204|-36937507|-227870212|-299127585|-793590585|-877280496|1727699161|1380556880|-484365906|-1470608553|1210086660|-179604408|-953604105|2123863056|102.03|147.63|259.28|571.57|993.10|43.64|290.74|563.37|151.65|notice|
646861072|644748477|1332849477|1830396540|-601765744|83133120|932438632|-234604394|-1266925709|1646401613|-1041885851|-621356622|-61654864|-842428165|495365582|-1863117585|493748172|310748562|221.92|531.92|721.79|731.67|844.18|984.63|900.78|87.59|542.00|she|
-974513692|-1138218352|1493169679|-1978760031|-444033537|1155519481|1546044307|1337880421|-228709641|-1096957502|1257944926|1238209160|-1771127189|1998781055|882839820|-1689178044|-1276459833|-295751231|595.78|575.93|1.36|255.16|549.85|789.76|832.89|67.44|830.24|mouth|
613737929|1591053186|96832621|-284177996|-446372039|-975146650|-802988568|735819671|1054210352|-1230097445|357104295|-422164297|1161024191|429246646|1847671485|-372317000|1479760622|-2065794726|846.16|411.62|824.77|762.30|558.35|491.79|624.66|212.89|628.91|policy|
1181025370|1234617138|1540853754|1241074368|1721094082|-1409251997|-1207043552|-380648662|409331496|1015054493|-2123729259|-643575462|-756793280|-514195976|-1252772786|466359789|1265586267|1800074851|551.76|513.03|383.22|248.32|872.12|107.22|747.94|704.13|14.06|draw|
-985292140|-624594068|1029703988|-1994806822|-317840799|-578445314|-1209413483|1323908341|-522661873|35876566|-577624292|-1533538891|398411356|1036063394|-578686821|-1410804089|-113211954|-614603367|948.04|51.97|777.75|149.69|899.32|40.77|513.62|268.23|866.39|perhaps|
195685208|-575464378|-295986022|-1681075361|1426261312|-1627278893|1666566083|-662381601|-289805802|1340588671|456165370|992482866|-557439224|-480378245|-1143608341|-117941700|-1616016886|-514360485|752.91|57.45|292.40|344.49|235.61|678.79|337.44|686.57|188.54|western|
1011318286|-1014227394|-1266886448|-1615143930|1042302774|820511482|400559377|1383720962|-1150141310|-1934820957|-148319726|827870174|-1375285047|-1980783629|-1576322376|-1454876858|-493811492|1107325361|178.67|276.32|577.77|468.99|668.75|869.69|3.29|32.77|576.89|begin|
-657515445|-1769661600|2110544967|2114576905|-591055368|-1897143620|-201191|-645423326|338486938|-957726017|1853227084|-1896175071|-1058839175|1731795791|1105144477|-449852613|-436269663|-1343391326|108.46|449.25|25.31|668.82|103.97|167.83|571.41|91.10|946.96|high|
